64,-26
61,-12
74,-11
75,-24
85,-25
83,-34
74,-41
89,-43
82,-48
74,-61
76,-121
87,-132
105,-141
115,-158
114,-178
115,-196
101,-207
102,-227
116,-239
126,-271
126,-291
117,-308
99,-318
80,-323
64,-323
44,-321
26,-313
12,-298
9,-279
15,-241
30,-234
36,-215
29,-198
24,-186
22,-166
28,-147
43,-135
61,-128
63,-68
54,-58
53,-52
63,-45
51,-42
54,-34
