61,-6
77,-20
87,-37
95,-42
105,-25
120,-11
140,-6
160,-9
161,-13
142,-17
108,-35
93,-49
110,-37
129,-30
149,-30
167,-40
181,-53
162,-46
142,-43
104,-46
92,-59
87,-79
77,-97
72,-117
76,-156
60,-160
59,-139
61,-119
68,-100
85,-63
83,-47
64,-41
46,-40
26,-40
7,-45
14,-36
32,-27
52,-26
71,-34
87,-46
79,-36
64,-25
47,-15
29,-9
21,-5
41,-3
