350,-327
323,-319
267,-308
211,-302
182,-303
126,-291
100,-294
74,-282
72,-292
92,-310
72,-317
51,-298
36,-274
31,-246
21,-220
9,-195
10,-167
50,-30
68,-9
97,-9
123,-19
101,-25
72,-24
60,-48
55,-76
51,-105
63,-128
89,-140
113,-155
155,-194
178,-210
205,-220
230,-210
253,-195
268,-214
290,-233
293,-259
283,-272
337,-290
364,-296
371,-316
